,0,1
6612,0,6
6613,0,6
6614,1,3
6615,1,2
6616,1,5
6617,1,5
6618,1,5
6619,0,6
6620,0,6
6621,0,6
6622,0,6
6623,0,6
6624,1,5
6625,0,6
6626,1,5
6627,1,3
6628,0,6
6629,1,3
6630,1,5
6631,1,7
6632,1,3
6633,1,5
6634,1,3
6635,1,3
6636,0,6
6637,0,6
6638,1,3
6639,0,6
6640,1,5
6641,1,5
6642,1,3
6643,0,6
6644,0,6
6645,1,4
6646,1,5
6647,0,6
6648,1,5
6649,1,3
6650,0,6
6651,1,6
6652,1,3
6653,0,6
6654,1,4
6655,0,6
6656,0,6
6657,1,3
6658,1,5
6659,1,2
6660,1,5
6661,1,2
6662,0,6
6663,1,5
6664,1,4
6665,1,7
6666,1,4
6667,1,4
6668,0,6
6669,0,6
6670,0,6
6671,1,3
6672,0,6
6673,1,4
6674,1,3
6675,1,3
6676,1,5
6677,1,3
6678,1,7
6679,1,4
6680,0,6
6681,0,6
6682,1,5
6683,1,7
6684,1,5
6685,1,5
6686,1,7
6687,0,6
6688,0,6
6689,0,6
6690,1,5
6691,1,5
6692,1,3
6693,0,6
6694,1,3
6695,0,6
6696,1,5
6697,1,3
6698,1,2
6699,1,5
6700,1,5
6701,0,6
6702,1,5
6703,1,7
6704,1,5
6705,1,5
6706,1,3
6707,1,3
6708,1,7
6709,1,7
6710,0,6
6711,0,6
6712,0,6
6713,1,4
6714,0,6
6715,0,6
6716,1,5
6717,1,4
6718,0,6
6719,1,3
6720,1,2
6721,1,3
6722,1,2
6723,0,6
6724,0,6
6725,1,3
6726,1,3
6727,0,6
6728,1,5
6729,0,6
6730,1,7
6731,1,5
6732,0,6
6733,0,6
6734,1,5
6735,1,3
6736,1,5
6737,1,2
6738,0,6
6739,1,4
6740,1,2
6741,1,3
6742,1,3
6743,1,7
6744,1,7
6745,1,3
6746,0,6
6747,1,2
6748,0,6
6749,1,5
6750,1,4
6751,1,3
6752,1,5
6753,1,3
6754,0,6
6755,0,6
6756,1,4
6757,1,4
6758,0,6
6759,1,3
6760,0,6
6761,0,6
6762,0,6
6763,0,6
6764,0,6
6765,1,5
6766,0,6
6767,1,3
6768,1,3
6769,0,6
6770,1,3
6771,0,6
6772,0,6
6773,1,4
6774,1,5
6775,1,3
6776,1,3
6777,1,2
6778,0,6
6779,1,3
6780,0,6
6781,1,3
6782,1,5
6783,1,3
6784,1,5
6785,1,4
6786,1,3
6787,1,3
6788,0,6
6789,0,6
6790,1,4
6791,0,6
6792,1,8
6793,1,3
6794,1,4
6795,1,3
6796,1,3
6797,1,7
6798,0,6
6799,0,6
6800,0,6
6801,1,3
6802,0,6
6803,1,5
6804,1,2
6805,0,6
6806,1,2
6807,1,3
6808,0,6
6809,1,4
6810,1,2
6811,1,4
6812,1,4
6813,0,6
6814,1,3
6815,0,6
6816,1,5
6817,1,2
6818,0,6
6819,0,6
6820,1,0
6821,1,4
6822,1,3
6823,1,7
6824,0,6
6825,1,5
6826,1,3
6827,1,5
6828,0,6
6829,1,5
6830,0,6
6831,1,3
6832,0,6
6833,1,5
6834,1,2
6835,0,6
6836,1,5
6837,1,3
6838,1,2
6839,1,5
6840,1,3
6841,1,4
6842,1,3
6843,0,6
6844,0,6
6845,1,3
6846,1,4
6847,1,5
6848,1,5
6849,1,3
6850,1,5
6851,0,6
6852,1,5
6853,0,6
6854,0,6
6855,1,3
6856,1,4
6857,1,3
6858,0,6
6859,1,3
6860,0,6
6861,0,6
6862,0,6
6863,0,6
6864,1,3
6865,0,6
6866,1,3
6867,0,6
6868,1,7
6869,1,5
6870,1,3
6871,1,7
6872,1,2
6873,1,5
6874,1,7
6875,0,6
6876,1,7
6877,0,6
6878,1,5
6879,1,3
6880,1,5
6881,1,5
6882,1,3
6883,1,5
6884,1,2
6885,0,6
6886,1,5
6887,0,6
6888,0,6
6889,1,5
6890,0,6
6891,1,5
6892,1,5
6893,0,6
6894,1,4
6895,0,6
6896,1,7
6897,1,3
6898,1,3
6899,1,3
6900,1,3
6901,1,5
6902,1,5
6903,0,6
6904,0,6
6905,1,3
6906,0,6
6907,1,4
6908,1,5
6909,0,6
6910,1,3
6911,0,6
6912,1,5
6913,0,6
6914,1,5
6915,1,7
6916,1,2
6917,1,5
6918,1,3
6919,1,3
6920,1,5
6921,1,7
6922,0,6
6923,1,5
6924,0,6
6925,1,5
6926,1,4
6927,1,3
6928,0,6
6929,1,5
6930,1,5
6931,1,4
6932,1,3
6933,1,5
6934,1,5
6935,1,5
6936,0,6
6937,1,0
6938,1,3
6939,1,5
6940,0,6
6941,0,6
6942,0,6
6943,1,3
6944,0,6
6945,0,6
6946,0,6
6947,1,3
6948,1,5
6949,1,3
6950,1,2
6951,0,6
6952,1,5
6953,0,6
6954,1,3
6955,1,2
6956,1,3
6957,0,6
6958,0,6
6959,1,3
6960,1,3
6961,1,4
6962,0,6
6963,0,6
6964,0,6
6965,0,6
6966,1,5
6967,1,4
6968,0,6
6969,1,5
6970,0,6
6971,1,3
6972,1,7
6973,1,5
6974,1,5
6975,1,5
6976,1,3
6977,1,3
6978,0,6
6979,0,6
6980,1,3
6981,1,2
6982,1,4
6983,1,5
6984,1,5
6985,1,3
6986,1,3
6987,1,3
6988,1,3
6989,0,6
6990,0,6
6991,1,3
6992,0,6
6993,0,6
6994,1,5
6995,1,3
6996,1,3
6997,1,3
6998,0,6
6999,0,6
7000,0,6
7001,1,3
7002,0,6
7003,0,6
7004,1,5
7005,1,5
7006,1,4
7007,0,6
7008,0,6
7009,1,4
7010,1,2
7011,1,5
7012,0,6
7013,1,7
7014,0,6
7015,1,2
7016,1,3
7017,1,3
7018,1,4
7019,0,6
7020,1,5
7021,1,5
7022,0,6
7023,1,5
7024,1,5
7025,1,4
7026,1,5
7027,1,7
7028,1,5
7029,0,6
7030,1,5
7031,1,3
7032,1,3
7033,1,2
7034,1,4
7035,0,6
7036,1,4
7037,1,2
7038,1,3
7039,1,3
7040,1,3
7041,1,3
7042,1,4
7043,1,3
7044,1,5
7045,0,6
7046,1,3
7047,0,6
7048,1,8
7049,0,6
7050,1,4
7051,0,6
7052,0,6
7053,1,4
7054,1,4
7055,1,4
7056,1,3
7057,0,6
7058,1,4
7059,1,4
7060,1,2
7061,1,0
7062,0,6
7063,1,3
7064,1,4
7065,1,3
7066,1,5
7067,1,3
7068,1,3
7069,1,3
7070,1,4
7071,1,7
7072,1,5
7073,1,7
7074,1,3
7075,1,3
7076,1,3
7077,1,5
7078,0,6
7079,0,6
7080,1,3
7081,1,7
7082,1,3
7083,1,5
7084,1,5
7085,1,4
7086,0,6
7087,0,6
7088,1,4
7089,1,4
7090,0,6
7091,0,6
7092,1,3
7093,1,3
7094,1,3
7095,1,3
7096,1,7
7097,0,6
7098,1,2
7099,0,6
7100,1,4
7101,0,6
7102,1,5
7103,0,6
7104,0,6
7105,1,5
7106,1,3
7107,1,3
7108,0,6
7109,0,6
7110,1,5
7111,1,3
7112,1,3
7113,1,3
7114,1,4
7115,1,3
7116,1,5
7117,1,3
7118,1,5
7119,0,6
7120,1,4
7121,1,3
7122,1,5
7123,0,6
7124,0,6
7125,0,6
7126,1,5
7127,1,3
7128,1,4
7129,1,3
7130,0,6
7131,1,3
7132,0,6
7133,0,6
7134,0,6
7135,1,3
7136,0,6
7137,1,4
7138,1,7
7139,0,6
7140,0,6
7141,1,7
7142,1,3
7143,0,6
7144,0,6
7145,0,6
7146,1,5
7147,0,6
7148,1,4
7149,0,6
7150,0,6
7151,0,6
7152,1,4
7153,1,3
7154,1,3
7155,1,4
7156,1,5
7157,0,6
7158,1,4
7159,1,3
7160,0,6
7161,1,5
7162,1,4
7163,1,3
7164,1,5
7165,1,4
7166,1,5
7167,1,7
7168,1,5
7169,1,5
7170,0,6
7171,0,6
7172,1,4
7173,1,4
7174,0,6
7175,1,2
7176,1,5
7177,1,5
7178,1,5
7179,0,6
7180,1,3
7181,1,4
7182,1,5
7183,1,5
7184,1,5
7185,0,6
7186,0,6
7187,0,6
7188,1,4
7189,0,6
7190,0,6
7191,1,5
7192,1,3
7193,1,3
7194,1,5
7195,1,7
7196,0,6
7197,1,5
7198,0,6
7199,1,7
7200,1,4
7201,1,5
7202,1,7
7203,1,3
7204,1,3
7205,1,5
7206,1,3
7207,1,5
7208,1,5
7209,1,4
7210,0,6
7211,1,7
7212,0,6
7213,1,5
7214,1,3
7215,0,6
7216,1,5
7217,1,2
7218,0,6
7219,1,3
7220,1,3
7221,1,4
7222,1,5
7223,1,5
7224,1,3
7225,0,6
7226,1,5
7227,0,6
7228,0,6
7229,1,3
7230,0,6
7231,1,3
7232,1,3
7233,1,4
7234,1,3
7235,1,3
7236,1,4
7237,0,6
7238,0,6
7239,1,4
7240,1,5
7241,1,5
7242,0,6
7243,0,6
7244,1,5
7245,1,3
7246,0,6
7247,0,6
7248,1,5
7249,1,5
7250,1,3
7251,1,4
7252,1,3
7253,1,5
7254,1,2
7255,1,4
7256,0,6
7257,1,3
7258,0,6
7259,1,5
7260,0,6
7261,1,3
7262,1,4
7263,0,6
7264,1,3
7265,1,5
7266,0,6
7267,1,7
7268,1,5
7269,1,3
7270,0,6
7271,1,7
7272,1,5
7273,1,3
7274,1,3
7275,0,6
7276,0,6
7277,1,5
7278,1,3
7279,1,4
7280,1,0
7281,0,6
7282,1,3
7283,0,6
7284,0,6
7285,1,4
7286,0,6
7287,0,6
7288,1,3
7289,1,5
7290,0,6
7291,1,3
7292,1,3
7293,1,3
7294,0,6
7295,0,6
7296,1,2
7297,1,5
7298,1,3
7299,1,4
7300,1,3
7301,1,3
7302,1,3
7303,0,6
7304,1,3
7305,1,3
7306,1,7
7307,1,2
7308,1,4
7309,1,3
7310,1,5
7311,1,3
7312,1,3
7313,1,5
7314,1,2
7315,1,2
7316,1,5
7317,0,6
7318,0,6
7319,1,7
7320,1,3
7321,1,3
7322,1,7
7323,0,6
7324,1,5
7325,0,6
7326,1,3
7327,1,7
7328,1,4
7329,1,2
7330,0,6
7331,1,7
7332,0,6
7333,1,2
7334,1,3
7335,1,2
7336,1,4
7337,1,7
7338,1,4
7339,0,6
7340,1,5
7341,0,6
7342,1,3
7343,1,2
7344,1,2
7345,1,3
7346,1,5
7347,1,5
7348,1,3
7349,0,6
7350,1,2
7351,1,5
7352,0,6
7353,1,5
7354,1,5
7355,1,3
7356,1,3
7357,1,7
7358,0,6
7359,1,3
7360,1,5
7361,1,2
7362,1,2
7363,1,2
7364,0,6
7365,1,5
7366,1,4
7367,1,3
7368,1,3
7369,1,3
7370,1,4
7371,1,5
7372,1,4
7373,1,5
7374,1,3
7375,0,6
7376,1,7
7377,1,2
7378,0,6
7379,1,3
7380,0,6
7381,0,6
7382,1,5
7383,1,3
7384,1,4
7385,1,3
7386,0,6
7387,1,5
7388,1,5
7389,1,3
7390,1,5
7391,0,6
7392,1,3
7393,1,4
7394,1,6
7395,1,7
7396,1,5
7397,0,6
7398,1,3
7399,1,2
7400,1,3
7401,0,6
7402,1,2
7403,1,3
7404,1,5
7405,1,3
7406,1,3
7407,1,3
7408,1,4
7409,1,3
7410,0,6
7411,1,3
7412,1,5
7413,1,3
7414,1,5
7415,1,3
7416,0,6
7417,0,6
7418,1,3
7419,1,5
7420,1,5
7421,1,5
7422,1,3
7423,1,4
7424,1,5
7425,1,3
7426,1,4
7427,0,6
7428,0,6
7429,1,2
7430,1,5
7431,1,4
7432,1,2
7433,0,6
7434,1,2
7435,0,6
7436,1,4
7437,0,6
7438,1,5
7439,1,3
7440,1,5
7441,1,3
7442,1,7
7443,1,4
7444,1,3
7445,1,5
7446,1,4
7447,0,6
7448,1,5
7449,0,6
7450,1,5
7451,1,3
7452,1,5
7453,1,3
7454,0,6
7455,1,3
7456,0,6
7457,0,6
7458,1,3
7459,1,5
7460,0,6
7461,0,6
7462,0,6
7463,0,6
7464,0,6
7465,1,3
7466,1,4
7467,1,3
7468,1,5
7469,1,3
7470,1,5
7471,1,3
7472,0,6
7473,1,3
7474,1,2
7475,0,6
7476,0,6
7477,1,5
7478,1,5
7479,0,6
7480,1,3
7481,1,7
7482,0,6
7483,1,7
7484,0,6
7485,0,6
7486,1,3
7487,1,3
7488,1,5
7489,1,2
7490,1,2
7491,1,8
7492,1,5
7493,1,4
7494,0,6
7495,1,4
7496,1,5
7497,1,5
7498,1,5
7499,0,6
7500,0,6
7501,1,3
7502,0,6
7503,1,5
7504,0,6
7505,0,6
7506,0,6
7507,0,6
7508,1,5
7509,1,7
7510,0,6
7511,0,6
7512,1,2
7513,1,2
7514,1,5
7515,1,7
7516,1,3
7517,1,3
7518,1,5
7519,0,6
7520,1,5
7521,1,3
7522,0,6
7523,0,6
7524,1,5
7525,1,7
7526,0,6
7527,0,6
7528,1,3
7529,0,6
7530,0,6
7531,1,4
7532,1,3
7533,0,6
7534,1,3
7535,1,4
7536,1,4
7537,1,3
7538,0,6
7539,1,5
7540,0,6
7541,1,3
7542,1,3
7543,0,6
7544,1,3
7545,0,6
7546,0,6
7547,1,2
7548,0,6
7549,1,5
7550,1,3
7551,1,2
7552,0,6
7553,1,4
7554,1,3
7555,0,6
7556,0,6
7557,1,3
7558,1,5
7559,1,5
7560,1,5
7561,1,4
7562,1,5
7563,1,2
7564,1,4
7565,0,6
7566,0,6
7567,1,5
7568,0,6
7569,0,6
7570,1,4
7571,0,6
7572,1,3
7573,1,3
7574,1,5
7575,1,5
7576,1,2
7577,0,6
7578,1,3
7579,1,3
7580,1,7
7581,1,3
7582,1,3
7583,1,7
7584,0,6
7585,1,4
7586,0,6
7587,0,6
7588,1,5
7589,1,5
7590,1,5
7591,0,6
7592,1,5
7593,1,3
7594,1,5
7595,1,5
7596,1,5
7597,1,3
7598,1,5
7599,1,5
7600,1,4
7601,0,6
7602,1,4
7603,1,3
7604,1,3
7605,1,5
7606,1,3
7607,1,4
7608,0,6
7609,1,5
7610,1,5
7611,0,6
7612,0,6
7613,0,6
7614,0,6
7615,0,6
7616,0,6
7617,1,3
7618,1,2
7619,0,6
7620,1,5
7621,1,3
7622,1,7
7623,1,3
7624,0,6
7625,0,6
7626,0,6
7627,1,3
7628,0,6
7629,1,5
7630,0,6
7631,0,6
7632,1,5
7633,1,3
7634,1,7
7635,1,3
7636,0,6
7637,1,5
7638,1,3
7639,0,6
7640,1,3
7641,0,6
7642,1,3
7643,0,6
7644,0,6
7645,1,3
7646,1,3
7647,1,4
7648,1,5
7649,0,6
7650,1,7
7651,0,6
7652,0,6
7653,1,3
7654,1,5
7655,1,3
7656,1,5
7657,1,3
7658,1,4
7659,1,3
7660,0,6
7661,1,5
7662,0,6
7663,0,6
7664,0,6
7665,0,6
7666,1,4
7667,0,6
7668,1,2
7669,1,5
7670,1,5
7671,1,3
7672,1,5
7673,1,4
7674,1,3
7675,1,5
7676,0,6
7677,1,3
7678,0,6
7679,1,5
7680,1,3
7681,0,6
7682,0,6
7683,1,3
7684,0,6
7685,1,3
7686,0,6
7687,1,7
7688,1,7
7689,0,6
7690,1,5
7691,1,3
7692,0,6
7693,1,7
7694,1,3
7695,1,4
7696,1,4
7697,1,7
7698,1,5
7699,1,3
7700,1,3
7701,1,3
7702,0,6
7703,1,3
7704,1,5
7705,1,5
7706,1,3
7707,1,3
7708,0,6
7709,1,4
7710,0,6
7711,1,3
7712,1,3
7713,1,4
7714,1,5
7715,1,5
7716,1,5
7717,1,7
7718,0,6
7719,0,6
7720,1,4
7721,1,5
7722,0,6
7723,1,8
7724,1,7
7725,1,3
7726,0,6
7727,1,3
7728,1,2
7729,1,3
7730,1,4
7731,0,6
7732,1,3
7733,0,6
7734,1,3
7735,1,5
7736,1,5
7737,0,6
7738,1,2
7739,0,6
7740,0,6
7741,1,3
7742,1,4
7743,0,6
7744,1,7
7745,1,5
7746,1,3
7747,1,5
7748,0,6
7749,0,6
7750,1,3
7751,1,5
7752,1,7
7753,1,5
7754,1,4
7755,1,2
7756,1,3
7757,1,5
7758,0,6
7759,1,3
7760,0,6
7761,0,6
7762,1,5
7763,1,3
7764,0,6
7765,1,3
7766,1,5
7767,1,3
7768,1,4
7769,0,6
7770,1,5
7771,0,6
7772,0,6
7773,0,6
7774,1,4
7775,1,4
7776,1,5
7777,1,4
7778,1,3
7779,1,3
7780,1,5
7781,1,4
7782,0,6
7783,1,7
7784,1,3
7785,1,7
7786,1,5
7787,0,6
7788,1,5
7789,0,6
7790,1,2
7791,0,6
7792,0,6
7793,1,5
7794,0,6
7795,0,6
7796,1,4
7797,1,5
7798,0,6
7799,1,5
7800,1,5
7801,1,3
7802,1,4
7803,1,7
7804,0,6
7805,0,6
7806,1,3
7807,1,4
7808,1,2
7809,1,3
7810,1,2
7811,0,6
7812,1,5
7813,1,5
7814,0,6
7815,0,6
7816,0,6
7817,0,6
7818,1,5
7819,1,3
7820,0,6
7821,1,3
7822,0,6
7823,1,3
7824,1,5
7825,1,6
7826,1,5
7827,1,5
7828,1,3
7829,0,6
7830,1,3
7831,0,6
7832,1,3
7833,1,3
7834,1,5
7835,1,3
7836,1,3
7837,0,6
7838,1,4
7839,1,5
7840,1,3
7841,0,6
7842,0,6
7843,0,6
7844,1,4
7845,0,6
7846,1,5
7847,1,5
7848,1,4
7849,0,6
7850,1,5
7851,0,6
7852,1,3
7853,1,5
7854,1,4
7855,1,3
7856,1,5
7857,1,3
7858,0,6
7859,1,3
7860,1,5
7861,0,6
7862,1,5
7863,0,6
7864,1,3
7865,0,6
7866,1,3
7867,0,6
7868,0,6
7869,0,6
7870,1,5
7871,1,5
7872,1,7
7873,1,7
7874,1,3
7875,1,5
7876,1,5
7877,1,7
7878,0,6
7879,1,4
7880,1,3
7881,1,5
7882,1,6
7883,1,3
7884,0,6
7885,1,5
7886,1,3
7887,0,6
7888,1,5
7889,1,3
7890,1,4
7891,1,3
7892,1,3
7893,0,6
7894,0,6
7895,1,5
7896,1,5
7897,0,6
7898,1,7
7899,0,6
7900,0,6
7901,1,5
7902,1,3
7903,1,4
7904,1,5
7905,0,6
7906,1,5
7907,1,7
7908,0,6
7909,1,3
7910,1,4
7911,0,6
7912,1,5
7913,1,5
7914,0,6
7915,0,6
7916,0,6
7917,0,6
7918,1,3
7919,0,6
7920,1,5
7921,1,5
7922,1,3
7923,1,4
7924,1,8
7925,1,3
7926,1,5
7927,0,6
7928,1,3
7929,0,6
7930,1,4
7931,1,3
7932,1,2
7933,0,6
7934,1,5
7935,0,6
7936,1,5
7937,1,5
7938,1,5
7939,1,2
7940,1,4
7941,1,5
7942,1,4
7943,0,6
7944,0,6
7945,0,6
7946,1,8
7947,1,7
7948,1,3
7949,1,4
7950,0,6
7951,0,6
7952,1,3
7953,0,6
7954,1,5
7955,1,2
7956,0,6
7957,1,5
7958,1,3
7959,1,5
7960,1,8
7961,1,5
7962,1,3
7963,0,6
7964,1,5
7965,0,6
7966,0,6
7967,1,3
7968,0,6
7969,1,5
7970,1,5
7971,0,6
7972,1,5
7973,0,6
7974,0,6
7975,1,7
7976,0,6
7977,0,6
7978,1,4
7979,0,6
7980,1,5
7981,1,3
7982,0,6
7983,1,3
7984,1,3
7985,0,6
7986,1,3
7987,1,5
7988,1,3
7989,0,6
7990,0,6
7991,0,6
7992,1,5
7993,0,6
7994,0,6
7995,1,5
7996,1,2
7997,1,5
7998,1,3
7999,0,6
8000,1,4
8001,1,5
8002,0,6
8003,1,7
8004,1,5
8005,0,6
8006,1,5
8007,0,6
8008,1,5
8009,0,6
8010,1,5
8011,1,5
8012,1,5
8013,1,5
8014,1,7
8015,0,6
8016,1,4
8017,1,5
8018,1,3
8019,1,3
8020,1,5
8021,1,5
8022,1,5
8023,1,4
8024,1,7
8025,1,4
8026,1,5
8027,1,5
8028,1,3
8029,1,3
8030,1,5
8031,0,6
8032,1,2
8033,0,6
8034,1,3
8035,1,5
8036,1,3
8037,0,6
8038,1,3
8039,1,3
8040,0,6
8041,0,6
8042,1,3
8043,1,3
8044,1,4
8045,1,5
8046,1,4
8047,1,7
8048,1,5
8049,1,3
8050,1,5
8051,1,3
8052,0,6
8053,1,4
8054,1,4
8055,0,6
8056,1,4
8057,1,5
8058,1,7
8059,1,3
8060,1,4
8061,1,5
8062,1,5
8063,0,6
8064,1,3
8065,0,6
8066,0,6
8067,1,3
8068,1,5
8069,1,5
8070,1,6
8071,1,3
8072,0,6
8073,1,3
8074,0,6
8075,1,2
8076,0,6
8077,1,3
8078,1,3
8079,1,5
8080,1,4
8081,0,6
8082,1,3
8083,0,6
8084,0,6
8085,1,7
8086,1,3
8087,0,6
8088,1,5
8089,1,5
8090,0,6
8091,0,6
8092,0,6
8093,1,4
8094,1,5
8095,1,2
8096,1,3
8097,1,3
8098,1,2
8099,1,5
8100,0,6
8101,1,3
8102,1,3
8103,1,4
8104,1,5
8105,1,3
8106,1,6
8107,1,3
8108,1,5
8109,1,5
8110,1,3
8111,1,4
8112,0,6
8113,1,2
8114,1,3
8115,0,6
8116,1,2
8117,0,6
8118,1,4
8119,0,6
8120,0,6
8121,0,6
8122,1,5
8123,1,5
8124,1,3
8125,0,6
8126,1,5
8127,1,4
8128,1,3
8129,1,5
8130,1,4
8131,0,6
8132,1,5
8133,1,5
8134,0,6
8135,1,5
8136,0,6
8137,1,4
8138,1,4
8139,0,6
8140,1,4
8141,1,1
8142,1,4
8143,1,4
8144,1,4
8145,1,3
8146,1,7
8147,0,6
8148,0,6
8149,1,3
8150,1,3
8151,0,6
8152,1,7
8153,0,6
8154,1,2
8155,1,3
8156,0,6
8157,0,6
8158,1,3
8159,1,3
8160,1,5
8161,1,3
8162,0,6
8163,1,2
8164,0,6
8165,1,3
8166,1,3
8167,1,7
8168,1,4
8169,1,5
8170,1,2
8171,1,5
8172,0,6
8173,1,3
8174,1,3
8175,0,6
8176,0,6
8177,1,5
8178,1,3
8179,0,6
8180,1,5
8181,1,3
8182,1,4
8183,0,6
8184,1,3
8185,1,2
8186,0,6
8187,1,3
8188,0,6
8189,1,4
8190,0,6
8191,1,3
8192,0,6
8193,1,3
8194,0,6
8195,1,3
8196,1,7
8197,1,3
8198,1,5
8199,1,4
8200,1,5
8201,1,5
8202,1,3
8203,1,5
8204,0,6
8205,0,6
8206,0,6
8207,1,5
8208,1,4
8209,1,5
8210,1,5
8211,0,6
8212,1,4
8213,1,0
8214,1,4
8215,1,4
8216,1,5
8217,1,5
8218,1,5
8219,0,6
8220,1,0
8221,1,3
8222,0,6
8223,1,2
8224,1,3
8225,1,5
8226,0,6
8227,1,5
8228,0,6
8229,0,6
8230,0,6
8231,1,3
8232,1,5
8233,1,5
8234,0,6
8235,1,3
8236,1,3
8237,1,4
8238,0,6
8239,1,3
8240,1,8
8241,1,6
8242,0,6
8243,1,5
8244,1,5
8245,1,3
8246,0,6
8247,1,3
8248,1,3
8249,0,6
8250,1,5
8251,0,6
8252,0,6
8253,0,6
8254,1,5
8255,1,5
8256,0,6
8257,0,6
8258,1,5
8259,0,6
8260,1,3
8261,0,6
8262,1,3
8263,1,3
8264,1,5
8265,1,4
8266,1,5
8267,1,4
8268,0,6
8269,1,3
8270,1,2
8271,0,6
8272,1,5
8273,1,3
8274,0,6
8275,0,6
8276,0,6
8277,1,5
8278,0,6
8279,1,2
8280,1,3
8281,1,4
8282,0,6
8283,0,6
8284,1,3
8285,0,6
8286,0,6
8287,0,6
8288,0,6
8289,0,6
8290,1,5
8291,0,6
8292,0,6
8293,1,5
8294,1,5
8295,1,5
8296,0,6
8297,1,3
8298,1,5
8299,1,5
8300,0,6
8301,0,6
8302,1,3
8303,1,5
8304,1,4
8305,1,3
8306,0,6
8307,0,6
8308,1,3
8309,1,3
8310,1,3
8311,1,0
8312,1,5
8313,1,7
8314,1,5
8315,1,4
8316,1,3
8317,1,3
8318,0,6
8319,1,5
8320,0,6
8321,0,6
8322,1,5
8323,1,3
8324,1,5
8325,1,5
8326,1,5
8327,1,3
8328,0,6
8329,1,3
8330,0,6
8331,0,6
8332,1,5
8333,0,6
8334,1,2
8335,1,3
8336,1,3
8337,0,6
8338,1,4
8339,1,5
8340,0,6
8341,0,6
8342,1,3
8343,1,3
8344,1,7
8345,1,3
8346,1,5
8347,0,6
8348,1,3
8349,1,5
8350,1,7
8351,1,3
8352,1,3
8353,1,5
8354,1,5
8355,0,6
8356,1,5
8357,1,3
8358,1,4
8359,1,5
8360,1,3
8361,0,6
8362,1,3
8363,0,6
8364,1,3
8365,1,3
8366,1,5
8367,1,5
8368,1,5
8369,0,6
8370,0,6
8371,0,6
8372,1,3
8373,1,3
8374,0,6
8375,1,3
8376,1,4
8377,0,6
8378,0,6
8379,1,5
8380,1,4
8381,1,3
8382,0,6
8383,0,6
8384,1,5
8385,0,6
8386,1,5
8387,1,5
8388,0,6
8389,1,2
8390,1,4
8391,0,6
8392,1,3
8393,0,6
8394,1,7
8395,0,6
8396,1,3
8397,1,4
8398,1,3
8399,1,5
8400,0,6
8401,1,5
8402,1,5
8403,1,2
8404,1,3
8405,1,2
8406,0,6
8407,0,6
8408,0,6
8409,0,6
8410,1,5
8411,1,5
8412,1,3
8413,1,7
8414,0,6
8415,0,6
8416,1,4
8417,0,6
8418,0,6
8419,0,6
8420,1,7
8421,0,6
8422,1,5
8423,1,5
8424,1,4
8425,1,5
8426,0,6
8427,1,3
8428,1,3
8429,1,5
8430,1,5
8431,0,6
8432,0,6
8433,1,5
8434,1,3
8435,0,6
8436,1,3
8437,1,8
8438,1,3
8439,1,5
8440,1,5
8441,0,6
8442,1,2
8443,0,6
8444,0,6
8445,0,6
8446,1,5
8447,1,5
8448,1,5
8449,1,5
8450,1,7
8451,1,2
8452,1,3
8453,0,6
8454,1,5
8455,1,3
8456,0,6
8457,0,6
8458,1,3
8459,1,3
8460,1,3
8461,0,6
8462,0,6
8463,0,6
8464,1,3
8465,0,6
8466,0,6
8467,1,3
8468,1,3
8469,0,6
8470,1,3
8471,1,4
8472,1,3
8473,1,3
8474,1,4
8475,0,6
8476,0,6
8477,1,4
8478,1,3
8479,1,4
8480,0,6
8481,1,7
8482,1,5
8483,0,6
8484,0,6
8485,1,3
8486,1,3
8487,1,4
8488,1,4
8489,1,7
8490,1,5
8491,1,5
8492,0,6
8493,0,6
8494,1,5
8495,1,3
8496,1,3
8497,0,6
8498,1,5
8499,0,6
8500,1,5
8501,1,3
8502,1,4
8503,1,3
8504,1,7
8505,1,5
8506,1,4
8507,1,3
8508,1,5
8509,0,6
8510,1,3
8511,0,6
8512,1,4
8513,1,5
8514,0,6
8515,1,3
8516,0,6
8517,1,4
8518,1,2
8519,0,6
8520,1,5
8521,1,5
8522,0,6
8523,1,3
8524,1,3
8525,0,6
8526,1,5
8527,1,3
8528,0,6
8529,1,3
8530,1,6
8531,1,7
8532,1,5
8533,1,5
8534,1,5
8535,0,6
8536,0,6
8537,0,6
8538,1,5
8539,1,3
8540,1,3
8541,1,4
8542,0,6
8543,1,3
8544,0,6
8545,1,3
8546,1,5
8547,0,6
8548,1,3
8549,1,4
8550,1,3
8551,1,3
8552,1,5
8553,1,5
8554,1,3
8555,1,4
8556,1,4
8557,0,6
8558,0,6
8559,1,5
8560,1,5
8561,0,6
8562,1,3
8563,1,3
8564,1,5
8565,1,3
8566,1,5
8567,1,3
8568,1,5
8569,1,3
8570,1,4
8571,1,4
8572,0,6
8573,1,5
8574,0,6
8575,1,4
8576,1,3
8577,1,5
8578,1,3
8579,0,6
8580,1,5
8581,0,6
8582,1,5
8583,0,6
8584,0,6
8585,0,6
8586,0,6
8587,0,6
8588,1,3
8589,1,5
8590,0,6
8591,0,6
8592,1,4
8593,1,2
8594,1,7
8595,1,7
8596,1,5
8597,0,6
8598,0,6
8599,1,4
8600,0,6
8601,1,3
8602,1,3
8603,1,5
8604,1,3
8605,1,4
8606,0,6
8607,1,5
8608,0,6
8609,0,6
8610,0,6
